policy,fold,delivery_date,n_hours,n_days,first_delivery_date,last_delivery_date,MAE,RMSE,WIS,mean_pinball_7,raw_central_MAE,centering_effect,bias,daily_mean_level_MAE,within_day_shape_MAE,missing_count,crossings,coverage50,hit_count50,lower_miss_count50,upper_miss_count50,mean_width50,median_width50,p95_width50,coverage80,hit_count80,lower_miss_count80,upper_miss_count80,mean_width80,median_width80,p95_width80,coverage95,hit_count95,lower_miss_count95,upper_miss_count95,mean_width95,median_width95,p95_width95
A4,fold_3,2022-07-18,24,1,2022-07-18,2022-07-18,60.380893660233276,81.52946212355197,34.97665791822079,17.488328959110394,60.804441764472905,-0.42354810423962874,-42.96276590784856,42.96276590784856,60.79623684155331,0,0,0.5833333333333334,14,0,10,97.9046065990389,97.90460659903891,97.90460659903891,0.8333333333333334,20,0,4,236.74801473073566,236.74801473073563,236.7480147307357,1.0,24,0,0,438.75645236431166,438.7564523643117,438.7564523643117
A4,fold_3,2022-07-19,24,1,2022-07-19,2022-07-19,34.88436888931698,41.55100183817547,23.523232681863288,11.761616340931644,30.63452723929734,4.249841650019637,26.42719916102691,26.42719916102692,26.250250892735238,0,0,0.875,21,3,0,99.22637958568953,99.22637958568953,99.22637958568953,1.0,24,0,0,242.47321112801492,242.47321112801495,242.473211128015,1.0,24,0,0,466.96880473879247,466.96880473879247,466.9688047387925
A4,fold_3,2022-07-20,0,0,,,,,,,,,,,,0,0,,0,0,0,,,,,0,0,0,,,,,0,0,0,,,
A4,fold_3,2022-07-21,0,0,,,,,,,,,,,,0,0,,0,0,0,,,,,0,0,0,,,,,0,0,0,,,
A4,fold_3,2022-07-22,24,1,2022-07-22,2022-07-22,21.840347676653064,28.83633611463268,20.996997651621342,10.498498825810671,20.813926092835636,1.0264215838174262,11.536702486747492,11.536702486747458,20.974202873167375,0,0,0.9166666666666666,22,2,0,97.98425613257075,97.98425613257075,97.98425613257075,1.0,24,0,0,244.22129981015368,244.22129981015365,244.22129981015365,1.0,24,0,0,472.5011000926126,472.50110009261255,472.50110009261255
A4,fold_3,2022-07-23,24,1,2022-07-23,2022-07-23,47.80953883482575,57.71553185007547,28.06546213203192,14.03273106601596,49.93592164932209,-2.126382814496337,-17.170708774919866,17.170708774919888,43.14606436457325,0,0,0.625,15,4,5,98.2278248950526,98.2278248950526,98.22782489505263,1.0,24,0,0,244.82838386747395,244.82838386747397,244.828383867474,1.0,24,0,0,473.67564090930426,473.6756409093042,473.6756409093043
A4,fold_3,2022-07-24,24,1,2022-07-24,2022-07-24,50.78095355308125,58.23080037316985,26.712829912441297,13.356414956220648,49.959343725993484,0.8216098270877706,23.317539823443557,23.317539823443553,46.26260808649156,0,0,0.375,9,10,5,73.97816658506738,73.97816658506738,73.97816658506741,0.9166666666666666,22,2,0,189.9892177247888,189.98921772478883,189.9892177247889,1.0,24,0,0,376.55998232241427,376.5599823224142,376.55998232241427
A4,fold_3,2022-07-25,24,1,2022-07-25,2022-07-25,50.85965942366253,55.83908056108887,25.445054100480263,12.722527050240132,48.65670506029752,2.2029543633650057,50.641275559288886,50.641275559288886,19.831903948801425,0,0,0.3333333333333333,8,16,0,71.1839787186201,71.1839787186201,71.1839787186201,0.9166666666666666,22,2,0,176.05731252621732,176.05731252621734,176.0573125262174,1.0,24,0,0,354.47027976433327,354.4702797643333,354.4702797643333
A4,fold_3,2022-07-26,24,1,2022-07-26,2022-07-26,42.95814511936231,51.662027391243726,23.068156368884342,11.534078184442171,42.951717843832206,0.006427275530087447,21.150796739628014,21.150796739627992,41.96451136270337,0,0,0.4166666666666667,10,10,4,67.62519122358519,67.62519122358518,67.6251912235852,0.875,21,3,0,163.6282298617657,163.6282298617657,163.62822986176576,1.0,24,0,0,328.19329217738505,328.19329217738505,328.19329217738516
A4,fold_3,2022-07-27,24,1,2022-07-27,2022-07-27,71.7429329345348,75.58729247141211,34.53284550951639,17.266422754758192,68.78433478613216,2.9585981484026433,-71.7429329345348,71.74293293453479,20.773177481239134,0,0,0.041666666666666664,1,0,23,71.12779805045915,71.12779805045915,71.12779805045915,0.6666666666666666,16,0,8,161.94012660714287,161.94012660714287,161.94012660714287,1.0,24,0,0,326.11479958264226,326.11479958264226,326.11479958264226
A4,fold_3,2022-07-28,24,1,2022-07-28,2022-07-28,87.91943185060775,94.23179177806546,44.52596683542714,22.26298341771357,85.48426540258625,2.435166448021505,-87.91943185060775,87.91943185060774,28.48385971578355,0,0,0.08333333333333333,2,0,22,72.13565435930002,72.13565435930002,72.13565435930002,0.5,12,0,12,164.83572382460252,164.83572382460252,164.83572382460255,1.0,24,0,0,334.46811559191116,334.46811559191116,334.4681155919112
A4,fold_3,2022-07-29,24,1,2022-07-29,2022-07-29,36.528666167559145,42.3413572741662,21.18980721509829,10.594903607549146,35.393766242775136,1.134899924784018,-32.076558002236396,32.076558002236425,21.169179256007933,0,0,0.625,15,0,9,80.84117169541025,80.84117169541025,80.8411716954103,1.0,24,0,0,184.85197224944878,184.8519722494488,184.85197224944886,1.0,24,0,0,363.5913003384958,363.5913003384958,363.5913003384959
A4,fold_3,2022-07-30,24,1,2022-07-30,2022-07-30,54.870408394376476,60.8072893675847,27.588939739403447,13.794469869701727,54.82281600971155,0.047592384664916665,-49.69341123870688,49.69341123870686,29.435059295485726,0,0,0.375,9,0,15,86.28719542555729,86.28719542555729,86.28719542555731,1.0,24,0,0,196.32465758242395,196.32465758242398,196.32465758242398,1.0,24,0,0,372.6275960417436,372.6275960417436,372.62759604174363
A4,fold_3,2022-07-31,24,1,2022-07-31,2022-07-31,30.765302631432235,35.28901394250021,19.470456320570495,9.735228160285248,30.54529575761822,0.22000687381401343,12.169726815440484,12.16972681544047,30.143449143943013,0,0,0.6666666666666666,16,8,0,83.0119490024791,83.0119490024791,83.01194900247913,1.0,24,0,0,194.69630409711257,194.69630409711257,194.6963040971126,1.0,24,0,0,370.7424572378495,370.7424572378495,370.7424572378496
A4,fold_3,2022-08-01,24,1,2022-08-01,2022-08-01,35.66370470532012,39.81465613067341,19.116269294602336,9.55813464730117,36.00166366728964,-0.3379589619695196,-21.05147011644243,21.05147011644243,30.400837176209517,0,0,0.4583333333333333,11,2,11,71.69873773758292,71.69873773758292,71.69873773758292,1.0,24,0,0,165.27815282555045,165.27815282555042,165.27815282555048,1.0,24,0,0,322.60863472374314,322.6086347237432,322.6086347237432
A4,fold_3,2022-08-02,24,1,2022-08-02,2022-08-02,64.9045174200402,87.70890339044277,39.13989931156726,19.56994965578363,64.82524242713477,0.07927499290543476,61.52823923325212,61.52823923325218,54.92224654754691,0,0,0.4583333333333333,11,13,0,67.243855379749,67.243855379749,67.243855379749,0.6666666666666666,16,8,0,155.89685263713332,155.89685263713335,155.89685263713335,0.8333333333333334,20,4,0,308.8672562823406,308.8672562823406,308.8672562823406
A4,fold_3,2022-08-03,24,1,2022-08-03,2022-08-03,54.1064154736054,65.3493104609474,29.2628182037532,14.6314091018766,53.26578096218481,0.8406345114205843,30.96088632844902,30.96088632844902,45.47351494007875,0,0,0.16666666666666666,4,15,5,60.34145038581379,60.3414503858138,60.3414503858138,0.75,18,6,0,142.47861364051872,142.4786136405187,142.47861364051874,1.0,24,0,0,291.44813285735376,291.44813285735376,291.4481328573538
A4,fold_3,2022-08-04,24,1,2022-08-04,2022-08-04,16.73735656951338,20.761410585804157,14.14882669812379,7.074413349061895,15.37088558663726,1.3664709828761208,11.252511917178547,11.252511917178538,13.492762373784535,0,0,0.875,21,3,0,65.39377650224161,65.39377650224162,65.39377650224162,1.0,24,0,0,155.74277231818434,155.74277231818428,155.7427723181844,1.0,24,0,0,317.70655197517516,317.7065519751751,317.7065519751752
A4,fold_3,2022-08-05,24,1,2022-08-05,2022-08-05,42.399236336277575,55.64770710826636,24.251704226341825,12.12585211317091,40.29213391189944,2.107102424378136,36.90161439782801,36.90161439782804,34.06099150164863,0,0,0.5416666666666666,13,11,0,64.52897082024505,64.52897082024504,64.52897082024509,0.7916666666666666,19,5,0,148.48081450198512,148.4808145019851,148.48081450198515,1.0,24,0,0,296.8201157229173,296.82011572291736,296.8201157229174
A4,fold_3,2022-08-06,24,1,2022-08-06,2022-08-06,61.294295719291505,66.81266265218419,30.695708197108058,15.347854098554029,57.53877067920005,3.755525040091451,61.294295719291505,61.29429571929148,22.314960092217678,0,0,0.08333333333333333,2,22,0,61.11749930614834,61.11749930614832,61.11749930614837,0.6666666666666666,16,8,0,146.67193107499216,146.6719310749922,146.67193107499224,1.0,24,0,0,293.20407286963587,293.20407286963587,293.2040728696359
A4,fold_3,2022-08-07,24,1,2022-08-07,2022-08-07,53.332879653259035,56.17961657024163,25.76184945219195,12.880924726095975,50.539372953691725,2.7935066995673132,53.332879653259035,53.332879653259084,14.104798110077263,0,0,0.08333333333333333,2,22,0,69.85804746204944,69.85804746204946,69.85804746204946,0.9166666666666666,22,2,0,164.33834478933787,164.3383447893379,164.3383447893379,1.0,24,0,0,325.9486443130345,325.9486443130345,325.9486443130345
A4,fold_3,2022-08-08,24,1,2022-08-08,2022-08-08,27.66100325668349,35.823982603489036,19.516471618040317,9.758235809020158,29.20746179266206,-1.5464585359785683,-18.54572842815947,18.545728428159464,25.155123096299906,0,0,0.75,18,0,6,84.1663697835017,84.1663697835017,84.16636978350172,1.0,24,0,0,193.55117900902778,193.55117900902778,193.5511790090278,1.0,24,0,0,377.4085782781476,377.4085782781476,377.40857827814773
A4,fold_3,2022-08-09,24,1,2022-08-09,2022-08-09,28.46431301900809,34.16023322488816,17.94256144965819,8.971280724829093,29.70342674198801,-1.239113722979918,27.65909587645861,27.659095876458537,16.99213419674112,0,0,0.7916666666666666,19,5,0,81.24620938316797,81.24620938316798,81.24620938316798,1.0,24,0,0,173.23254470502607,173.2325447050261,173.23254470502616,1.0,24,0,0,320.23566324417084,320.23566324417084,320.23566324417084
A4,fold_3,2022-08-10,24,1,2022-08-10,2022-08-10,19.115606224782596,21.5007539432607,14.562796666124578,7.281398333062289,18.86959108240187,0.24601514238072278,2.0229028906379525,2.0229028906379654,18.80328439772771,0,0,0.9583333333333334,23,0,1,74.20806454144298,74.20806454144298,74.20806454144298,1.0,24,0,0,158.36329332361112,158.36329332361112,158.36329332361112,1.0,24,0,0,277.1383819868838,277.1383819868838,277.1383819868838
A4,fold_3,2022-08-11,24,1,2022-08-11,2022-08-11,32.88862621892711,42.90461057065945,18.941716523677265,9.470858261838632,32.20315253651287,0.6854736824142419,-29.107492279886497,29.107492279886458,22.636748831722475,0,0,0.625,15,0,9,65.1730164580988,65.1730164580988,65.1730164580988,0.9166666666666666,22,0,2,138.12834234629113,138.12834234629113,138.12834234629116,1.0,24,0,0,244.55174420601384,244.55174420601378,244.55174420601384
A4,fold_3,2022-08-12,24,1,2022-08-12,2022-08-12,81.39084424503281,83.39705152553668,41.90902821652289,20.954514108261442,78.02932771905016,3.3615165259826463,-79.31243492312046,79.31243492312046,15.699097913018676,0,0,0.041666666666666664,1,0,23,59.47845229042662,59.47845229042662,59.47845229042662,0.125,3,0,21,126.93248875544293,126.93248875544293,126.93248875544293,0.9583333333333334,23,0,1,221.69900412740927,221.69900412740927,221.69900412740927
A4,fold_3,2022-08-13,24,1,2022-08-13,2022-08-13,60.68946167203389,66.08921444253187,29.634465003247332,14.81723250162367,57.06823154810698,3.621230123926914,-60.68946167203389,60.68946167203387,20.078649772032232,0,0,0.16666666666666666,4,0,20,64.29297529835098,64.29297529835098,64.292975298351,0.625,15,0,9,135.638482594669,135.63848259466903,135.63848259466903,0.9166666666666666,22,0,2,236.56377988394556,236.56377988394556,236.56377988394559
A4,fold_3,2022-08-14,24,1,2022-08-14,2022-08-14,40.615766776535104,48.04452628220936,20.954462238403824,10.477231119201912,40.263148406048494,0.3526183704866052,-11.252277331240123,11.252277331240123,36.20593635792256,0,0,0.4166666666666667,10,4,10,66.9310536779841,66.9310536779841,66.9310536779841,0.875,21,3,0,142.01729279309376,142.01729279309376,142.01729279309382,1.0,24,0,0,232.18958274057945,232.18958274057948,232.18958274057948
A4,fold_3,2022-08-15,24,1,2022-08-15,2022-08-15,61.29912960779658,71.87427846724097,33.88036253028208,16.94018126514104,61.540298566495125,-0.2411689586985375,-59.1504732265725,59.150473226572444,34.51113093996535,0,0,0.3333333333333333,8,0,16,60.99394880227999,60.99394880227999,60.99394880227999,0.4583333333333333,11,0,13,121.54287116164869,121.54287116164869,121.54287116164869,0.75,18,0,6,197.08106590500452,197.08106590500455,197.08106590500455
A4,fold_3,2022-08-16,24,1,2022-08-16,2022-08-16,53.75612539892918,68.7932695215643,31.965803020404568,15.982901510202284,56.08468054774848,-2.328555148819305,-53.75612539892918,53.7561253989291,36.19415801711762,0,0,0.5,12,0,12,64.00174008366469,64.00174008366469,64.00174008366469,0.7083333333333334,17,0,7,124.09730861429416,124.09730861429415,124.09730861429415,0.75,18,0,6,200.5466135768952,200.5466135768952,200.54661357689525
A4,fold_3,2022-08-17,24,1,2022-08-17,2022-08-17,69.45839991802508,80.65623162374375,37.52981661911053,18.764908309555263,75.80676770878989,-6.348367790764807,-69.45839991802508,69.45839991802507,35.998532803048015,0,0,0.3333333333333333,8,0,16,72.4133341097242,72.41333410972419,72.41333410972425,0.5,12,0,12,136.04554404136238,136.04554404136235,136.0455440413624,0.7083333333333334,17,0,7,214.55765651775232,214.55765651775232,214.55765651775232
A4,fold_3,2022-08-18,24,1,2022-08-18,2022-08-18,56.39016484541106,73.0964926174181,32.114707041265184,16.057353520632592,65.46792945690343,-9.077764611492364,-56.39016484541106,56.39016484541099,41.370385252047235,0,0,0.5416666666666666,13,0,11,82.35117570420984,82.35117570420982,82.35117570420988,0.7083333333333334,17,0,7,155.39117679024366,155.39117679024366,155.39117679024372,0.875,21,0,3,250.9709784420435,250.97097844204347,250.9709784420436
A4,fold_3,2022-08-19,24,1,2022-08-19,2022-08-19,35.802685427816336,40.28920616354732,19.139187827600605,9.569593913800302,32.63073635312825,3.1719490746880865,13.131934431654258,13.131934431654258,32.56294973702367,0,0,0.625,15,5,4,88.84115267092382,88.84115267092386,88.84115267092386,1.0,24,0,0,164.80986816932244,164.80986816932244,164.8098681693225,1.0,24,0,0,263.1211616271181,263.1211616271181,263.1211616271181
A4,fold_3,2022-08-20,24,1,2022-08-20,2022-08-20,34.97412255270921,42.54502257989549,20.2871331735948,10.1435665867974,42.4817277954003,-7.507605242691089,-14.56513295482793,14.565132954827959,30.162674125077373,0,0,0.7083333333333334,17,1,6,93.03479850971837,93.03479850971837,93.03479850971841,0.9166666666666666,22,1,1,168.77485900973002,168.77485900973005,168.77485900973005,1.0,24,0,0,268.0148057912285,268.01480579122847,268.0148057912285
